make_year,mileage_kmpl,engine_cc,owner_count,accidents_reported,fuel_type_Electric,fuel_type_Petrol,brand_Chevrolet,brand_Ford,brand_Honda,brand_Hyundai,brand_Kia,brand_Nissan,brand_Tesla,brand_Toyota,brand_Volkswagen,transmission_Manual,color_Blue,color_Gray,color_Red,color_Silver,color_White,service_history_Partial,insurance_valid_Yes,price_usd
2023,19.12,1200,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,12679.5
2017,22.92,2500,1,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,11147.27
2015,23.17,1800,1,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,9429.82
2017,20.96,1500,1,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,8289.74
2013,12.68,1000,5,0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,2968.38
2006,26.31,2500,2,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,6808.61
2012,25.06,1200,2,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,7043.54
2000,18.32,2500,3,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,5168.71
2012,11.09,5000,5,1,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,9018.32
2013,10.2,2500,5,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,6515.27
2016,19.27,1000,2,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,6432.21
1999,14.49,2500,3,1,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,7487.6
2018,9.41,2000,5,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,8716.34
2003,10.1,5000,3,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,8725.79
2021,15.65,1500,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,8458.25
1997,18.97,1800,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6120.95
2022,25.03,3000,5,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,9286.41
2004,20.42,1800,3,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,4960.16
2013,16.09,1200,1,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,4948.68
1997,19.9,1000,2,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,4082.76
2023,19.45,2000,4,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,8219.89
2023,21.7,2000,5,1,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,6741.51
2016,17.8,2500,5,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,11454.51
2009,23.18,3000,3,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,9156.47
1995,22.12,1500,2,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,4574.77
2001,18.41,3000,2,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,6890.67
2006,17.4,800,5,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2874.38
2011,22.6,2000,5,2,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5080.18
2015,14.43,2000,3,0,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,6276.32
2020,10.47,1200,3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,6679.32
2023,10.44,4000,4,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,9941.07
2018,14.02,1800,1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,10123.68
2014,21.3,800,3,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,5155.12
1999,15.89,2500,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,6320.39
1998,19.02,5000,5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,8863.52
2022,15.52,1200,4,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,6984.76
2006,15.56,5000,4,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,9415.48
2014,12.87,5000,4,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,9840.57
2022,17.54,1500,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,10759.44
2018,17.12,2000,5,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,7086.9
2012,20.06,3000,2,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8843.74
2011,19.44,1500,2,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,9065.49
2013,17.01,4000,4,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,9105.26
2003,10.47,3000,2,0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,9854.95
1998,23.35,5000,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,11943.94
2020,17.57,5000,5,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,11297.78
2015,18.4,2000,2,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,8734.74
1996,26.0,2500,5,2,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,4158.9
1998,22.54,3000,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,10172.51
1996,20.23,1000,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,3049.91
2009,17.99,1800,4,0,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,6084.85
1996,17.94,2500,4,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4914.63
1998,19.2,3000,5,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,8384.08
2000,20.03,1800,5,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,5325.36
2001,26.56,1200,4,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,6482.88
2004,30.37,2000,1,1,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,7364.11
2013,19.45,1800,4,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,5624.18
2013,7.23,3000,2,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,8260.21
2020,13.24,4000,4,2,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9940.65
2016,27.06,4000,3,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,11048.92
2023,21.59,2000,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,9658.17
2006,20.13,1500,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,5966.81
1997,17.17,1500,4,1,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,2139.93
2007,12.05,4000,3,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,8668.88
2012,26.39,1500,2,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,7669.14
2002,13.88,3000,4,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,5412.97
2015,21.65,4000,2,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,9344.11
2009,11.5,1800,3,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4997.69
1995,16.92,2000,4,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,5640.62
1997,22.96,1200,4,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,3172.44
2020,16.75,1800,2,2,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,7808.37
2002,16.16,1800,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,3855.91
1998,18.05,1000,3,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3885.73
2010,11.32,5000,4,1,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,10832.23
2017,10.38,2000,5,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,5039.89
2004,21.57,4000,3,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,7583.89
2006,15.89,2500,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,7115.88
2008,21.53,3000,2,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,8158.98
2008,23.59,1000,3,0,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,5222.36
1996,23.99,4000,1,0,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,13373.14
2017,9.89,1200,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,5413.91
1999,14.51,5000,3,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9413.3
1999,20.69,1800,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,6361.08
2000,20.77,2500,1,2,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,7645.76
2007,29.25,1500,5,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,6405.23
2003,13.46,2500,4,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,3326.67
2016,23.84,3000,5,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,9265.69
2022,19.86,5000,4,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,12573.21
2023,9.8,5000,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,12336.0
2009,15.26,1500,4,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,9484.65
2008,19.31,1800,5,1,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,6010.38
2018,9.48,1200,2,1,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,5226.77
2001,7.63,1800,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3689.27
2019,9.19,3000,4,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,8933.06
2014,19.3,1200,2,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,9584.82
1996,15.58,1800,3,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,2571.95
2001,14.9,5000,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,11595.27
2000,15.07,800,4,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2163.07
2011,10.88,1000,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,5385.88
2021,15.72,1200,5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6195.34
2019,8.9,800,2,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,4681.55
2019,23.94,4000,4,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,12419.38
2022,26.46,4000,5,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10447.26
1996,6.37,1800,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3004.61
1997,15.65,1500,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,4052.01
1999,15.98,1800,5,1,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,4432.74
1999,17.13,1500,5,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,3623.15
1995,23.01,1800,4,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,3933.05
2002,15.67,2500,3,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,4279.12
2006,17.56,3000,2,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,8284.75
2018,32.9,1000,3,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,8192.6
1998,17.44,1500,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,3399.64
2007,26.83,3000,2,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,9374.15
2017,20.51,2500,3,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,9319.83
2009,15.23,4000,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,10142.38
2005,14.4,1800,5,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,3580.16
2004,17.96,2000,5,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,6028.51
1997,12.37,3000,5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,6259.57
2016,13.68,1800,5,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,4528.49
2008,15.88,4000,2,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,10536.27
2010,19.47,1500,5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,5413.98
2004,27.13,3000,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,8145.88
2023,15.58,1200,2,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,7307.13
2004,20.31,1800,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5470.15
2006,9.86,3000,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,6533.57
2003,23.3,5000,4,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,9702.31
1995,9.39,2500,5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1195.88
1999,21.99,800,4,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,2875.69
2014,17.6,1500,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,6297.96
2002,17.4,1000,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,5474.5
2005,16.5,1000,5,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,5717.92
2006,11.49,2500,5,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,8405.65
1995,11.76,1200,5,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,2566.48
2019,22.18,1200,5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,6865.32
2016,18.06,2000,3,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,9532.41
2014,16.46,2000,3,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,8368.48
2022,20.22,800,2,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,6895.23
2019,18.51,800,2,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,6571.25
2005,14.04,2000,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,9531.52
1999,30.3,2500,2,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,6465.03
2009,21.7,4000,3,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,9786.51
1999,18.64,1500,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,6639.02
2006,15.43,5000,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,11682.74
1999,22.76,2000,4,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,5275.99
2011,14.06,1200,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3370.91
2011,13.64,1500,2,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,5579.66
2018,26.47,4000,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,11998.98
2006,18.15,800,2,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,3885.97
2018,14.18,1800,2,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,9847.01
2022,18.03,2500,3,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,8878.1
2009,22.25,1200,3,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7050.08
2009,21.11,1000,2,1,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,5662.23
2000,22.87,1000,5,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,3455.42
2006,11.75,800,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2408.26
2021,22.75,1800,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,8916.67
2023,17.1,1200,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,7801.8
2014,18.45,2500,1,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,9664.17
2012,24.05,800,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,8574.14
2008,21.51,4000,2,3,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,9741.46
1996,19.76,1000,4,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,3284.45
2003,8.08,3000,2,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,7849.11
1999,17.77,5000,2,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,11597.21
2014,14.08,1500,1,1,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,5944.26
2020,21.56,2000,2,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,8209.82
2023,22.95,4000,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,14401.79
1995,16.49,2500,2,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,4884.6
2017,14.66,3000,4,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,7972.46
1997,25.78,2500,5,2,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,6945.83
2000,14.98,1000,5,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2915.7
1999,12.03,4000,3,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,7163.37
2015,13.84,800,4,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,5572.22
2021,15.23,1000,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7681.21
1999,13.69,1200,4,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,3745.75
1995,22.23,1200,2,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,5181.83
2011,7.01,5000,4,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,9004.55
2013,13.59,1500,4,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5216.99
2008,17.76,1800,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,5135.98
2006,19.05,2000,4,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,5693.85
2004,26.46,800,3,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,5562.37
2014,25.73,3000,2,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,9625.82
2015,10.0,2000,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,7664.73
2012,8.46,5000,4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,9138.26
2018,18.12,4000,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,12028.7
2021,14.63,1800,5,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,6873.03
2005,12.04,2500,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5666.67
1996,18.08,1500,3,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,4073.77
2019,19.15,2000,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9413.57
2012,13.81,2000,5,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,6423.02
2023,14.88,1500,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,6206.25
2019,14.19,2000,2,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,6688.76
2001,15.94,3000,3,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,6988.62
2018,20.71,1800,4,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,7436.95
2009,12.61,1000,3,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,4111.66
2005,14.8,4000,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,6435.38
2012,16.0,1500,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3843.96
2017,17.97,1500,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,11146.7
2006,19.38,2500,2,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,7796.68
2000,28.21,5000,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,12272.96
2014,20.86,5000,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,13870.88
2017,20.98,2000,1,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,9297.33
2007,16.67,1500,5,1,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,2631.93
2014,13.1,2000,5,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,5907.51
2010,15.36,1200,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,5953.0
2012,14.45,2500,1,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,7057.53
2004,19.96,2000,5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6192.15
2022,9.74,1200,1,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,7231.18
2017,20.96,800,3,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,6581.44
2002,17.41,5000,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,12462.25
2012,21.67,1800,5,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,6361.98
2015,14.38,5000,2,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,11714.16
1995,13.49,1000,4,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,4052.04
2017,15.97,2500,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,7064.32
2002,15.85,2500,3,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,5154.84
2023,22.03,1500,4,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,7999.54
2000,21.98,2000,5,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,4310.62
1999,27.53,800,3,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,4491.61
2009,15.52,1000,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,6254.99
2016,5.0,2000,5,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,3923.74
2009,15.95,1000,1,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,5777.41
1996,19.15,1500,2,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,3723.11
1995,21.57,1500,5,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,2322.37
2017,19.52,5000,1,0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,13154.53
2017,15.52,4000,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,11322.72
2020,26.57,5000,4,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,14868.72
2005,12.83,2500,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,5416.33
2004,16.63,2500,3,1,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,5997.7
2012,12.6,800,4,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,2051.23
2012,18.1,1800,4,0,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,6527.03
2011,25.95,1200,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,9585.29
2020,17.3,1200,5,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,6370.37
2002,17.33,2000,5,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,7520.4
2009,9.52,1500,5,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,1830.32
2002,16.57,3000,5,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7423.23
2011,23.75,1500,4,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,9452.55
2006,16.75,3000,2,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,8180.74
2021,16.41,1500,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,9529.44
2002,23.53,1200,3,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,4335.23
2019,16.43,1800,2,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,6537.04
2008,24.46,1800,5,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,4647.14
1998,11.58,5000,4,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,7956.39
1995,21.39,5000,5,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8102.73
1995,26.23,800,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,6123.88
